timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2018-08-14,10.1548,10.1548,10.0300,10.0300,10.0300,800,0.0000,1.0000
2018-08-13,10.3794,10.3794,10.1100,10.1100,10.1100,600,0.0000,1.0000
2018-08-10,10.4500,10.5066,10.2400,10.2400,10.2400,1150,0.0000,1.0000
2018-08-09,10.4800,10.4800,10.4800,10.4800,10.4800,1229,0.0000,1.0000
2018-08-08,10.6600,10.6600,10.6600,10.6600,10.6600,0,0.0000,1.0000
2018-08-07,10.9097,10.9097,10.6600,10.6600,10.6600,960,0.0000,1.0000
2018-08-06,10.5600,10.5600,10.5600,10.5600,10.5600,400,0.0000,1.0000
2018-08-03,11.0368,11.0368,10.5600,10.5600,10.5600,1300,0.0000,1.0000
2018-08-02,11.8800,11.8800,11.0100,11.4100,11.4100,9771,0.0000,1.0000
2018-08-01,11.0300,11.0300,11.0300,11.0300,11.0300,0,0.0000,1.0000
2018-07-31,11.1201,11.1201,11.0300,11.0300,11.0300,610,0.0000,1.0000
2018-07-30,11.0660,11.8900,11.0660,11.1189,11.1189,6421,0.0000,1.0000
2018-07-27,10.6200,10.9500,10.4400,10.4400,10.4400,1500,0.0000,1.0000
2018-07-26,10.9500,10.9500,10.9500,10.9500,10.9500,0,0.0000,1.0000
2018-07-25,10.9500,10.9500,10.9500,10.9500,10.9500,0,0.0000,1.0000
2018-07-24,10.9500,10.9500,10.9500,10.9500,10.9500,200,0.0000,1.0000
2018-07-23,10.8800,10.9016,10.8500,10.8500,10.8500,2291,0.0000,1.0000
2018-07-20,11.1700,11.1700,11.1000,11.1000,11.1000,352,0.0000,1.0000
2018-07-19,10.9705,11.0901,10.8300,11.0600,11.0600,1060,0.0000,1.0000
2018-07-18,11.0958,11.0958,10.8400,10.8400,10.8400,1600,0.0000,1.0000
2018-07-17,11.2500,11.2500,11.2500,11.2500,11.2500,235,0.0000,1.0000
2018-07-16,10.8400,10.8400,10.8400,10.8400,10.8400,160,0.0000,1.0000
2018-07-13,10.9800,10.9800,10.9800,10.9800,10.9800,269,0.0000,1.0000
2018-07-12,11.0500,11.1254,11.0400,11.1254,11.1254,1600,0.0000,1.0000
2018-07-11,11.0400,11.0400,10.7100,10.7100,10.7100,775,0.0000,1.0000
2018-07-10,11.0429,11.0429,11.0429,11.0429,11.0429,410,0.0000,1.0000
2018-07-09,11.1400,11.2000,11.0000,11.1200,11.1200,3588,0.0000,1.0000
2018-07-06,11.2172,11.2172,11.1200,11.1200,11.1200,905,0.0000,1.0000
2018-07-05,11.3000,11.5090,11.0400,11.3100,11.3100,6508,0.0000,1.0000
2018-07-03,10.5000,10.6000,10.0001,10.2200,10.2200,12247,0.0000,1.0000
2018-07-02,10.7700,10.7700,10.7460,10.7460,10.7460,1389,0.0000,1.0000
2018-06-29,11.2000,11.2000,11.1700,11.1700,11.1700,5202,0.0000,1.0000
2018-06-28,11.0200,11.2000,11.0000,11.2000,11.2000,1323,0.0000,1.0000
2018-06-27,11.6400,11.6500,11.2000,11.2350,11.2350,2525,0.0000,1.0000
2018-06-26,12.2100,12.4900,12.1500,12.4392,12.4392,5601,0.0000,1.0000
2018-06-25,17.8700,17.8700,12.5100,12.7500,12.7500,10706,0.0000,1.0000
2018-06-22,18.2900,18.2900,17.9501,17.9501,17.9501,408,0.0000,1.0000
2018-06-21,17.9900,17.9900,17.9900,17.9900,17.9900,500,0.0000,1.0000
2018-06-20,18.0500,18.2373,18.0500,18.1900,18.1900,1736,0.0000,1.0000
2018-06-19,17.5600,17.5600,17.5600,17.5600,17.5600,100,0.0000,1.0000
2018-06-18,18.0700,18.0700,18.0700,18.0700,18.0700,930,0.0000,1.0000
2018-06-15,18.2500,18.2500,18.2500,18.2500,18.2500,0,0.0000,1.0000
2018-06-14,18.4494,18.4494,18.2500,18.2500,18.2500,3165,0.0000,1.0000
2018-06-13,18.3300,18.3300,18.3300,18.3300,18.3300,0,0.0000,1.0000
2018-06-12,18.3300,18.3300,18.3300,18.3300,18.3300,100,0.0000,1.0000
2018-06-11,18.8700,18.8700,18.2500,18.2500,18.2500,250,0.0000,1.0000
2018-06-08,19.0600,19.1500,18.9728,19.1500,19.1500,3870,0.0000,1.0000
2018-06-07,19.0150,19.0150,18.6200,18.6200,18.6200,500,0.0000,1.0000
2018-06-06,18.3025,18.3025,18.3025,18.3025,18.3025,0,0.0000,1.0000
2018-06-05,18.5000,18.5000,18.3025,18.3025,18.3025,857,0.0000,1.0000
2018-06-04,18.2000,18.2000,18.2000,18.2000,18.2000,100,0.0000,1.0000
2018-06-01,18.2000,18.2000,18.2000,18.2000,18.2000,207,0.0000,1.0000
2018-05-31,18.4600,18.4600,18.3500,18.4500,18.4500,2594,0.0000,1.0000
2018-05-30,18.8000,19.0000,18.8000,18.9900,18.9900,2604,0.0000,1.0000
2018-05-29,18.9900,18.9900,18.0000,18.0000,18.0000,1154,0.0000,1.0000
2018-05-25,19.7572,19.7572,19.7572,19.7572,19.7572,0,0.0000,1.0000
2018-05-24,19.7572,19.7572,19.7572,19.7572,19.7572,0,0.0000,1.0000
2018-05-23,19.7570,19.7570,19.7570,19.7570,19.7570,0,0.0000,1.0000
2018-05-22,19.6176,19.7572,19.4700,19.7572,19.7572,920,0.0000,1.0000
2018-05-21,20.0000,20.0000,20.0000,20.0000,20.0000,50,0.0000,1.0000
2018-05-18,20.0000,20.0000,20.0000,20.0000,20.0000,37,0.0000,1.0000
2018-05-17,20.0000,20.0000,20.0000,20.0000,20.0000,600,0.0000,1.0000
2018-05-16,20.2753,20.2753,20.2753,20.2753,20.2753,1,0.0000,1.0000
2018-05-15,20.4800,20.5500,20.2753,20.2753,20.2753,1370,0.0000,1.0000
2018-05-14,20.3100,20.3100,20.3100,20.3100,20.3100,8,0.0000,1.0000
2018-05-11,20.3100,20.3100,20.3100,20.3100,20.3100,117,0.0000,1.0000
2018-05-10,20.4100,20.4100,20.4100,20.4100,20.4100,101,0.0000,1.0000
2018-05-09,20.4300,20.4300,20.4300,20.4300,20.4300,0,0.0000,1.0000
2018-05-08,20.4300,20.4300,20.4300,20.4300,20.4300,0,0.0000,1.0000
2018-05-07,20.4300,20.4300,20.4300,20.4300,20.4300,200,0.0000,1.0000
2018-05-04,20.4400,20.4400,20.4400,20.4400,20.4400,0,0.0000,1.0000
2018-05-03,20.9800,20.9800,20.4400,20.4400,20.4400,1100,0.0000,1.0000
2018-05-02,20.3100,20.3100,20.3100,20.3100,20.3100,108,0.0000,1.0000
2018-05-01,20.4500,20.4500,20.4500,20.4500,20.4500,101,0.0000,1.0000
2018-04-30,20.6500,20.6500,20.6500,20.6500,20.6500,0,0.0000,1.0000
2018-04-27,20.6400,20.6500,20.6400,20.6500,20.6500,268,0.0000,1.0000
2018-04-26,21.1200,21.1200,20.5000,20.5000,20.5000,450,0.0000,1.0000
2018-04-25,20.8510,20.8510,20.8500,20.8500,20.8500,580,0.0000,1.0000
2018-04-24,21.6200,21.6200,20.9008,21.0000,21.0000,2519,0.0000,1.0000
